Economy,Economy Code,ISO Code,Region,Income Group,Report Year,ASSETS SCORE,Do men and women have equal ownership rights to immovable property?,Score,Legal Basis,Do sons and daughters have equal rights to inherit assets from their parents?,Score,Legal Basis,Do male and female surviving spouses have equal rights to inherit assets?,Score,Legal Basis,Does the law grant spouses equal administrative authority over assets during marriage?,Score,Legal Basis,Does the law provide for the valuation of nonmonetary contributions?,Score,Legal Basis
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2005,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2006,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2007,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2008,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2009,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2010,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2011,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2012,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2013,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2014,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2015,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2016,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2017,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2018,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2019,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2020,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2021,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2022,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2023,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1971,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1972,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1973,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1974,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1975,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1976,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1977,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1978,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1979,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1980,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1981,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1982,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1983,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1984,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1985,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1986,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1987,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1988,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1989,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1990,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1991,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1992,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1993,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1994,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1995,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1996,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1997,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1998,40,Yes,1,"Constitution of Uganda, Art. 26",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,1999,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2000,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2001,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2002,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2003,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2004,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2005,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2006,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2007,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2008,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2009,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2010,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2011,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2012,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2013,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2014,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2015,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2016,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2017,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2018,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2019,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2020,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2021,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2022,40,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",No,0,"Succession Act, Secs. 2 and 26(1)",No,0,"Succession Act, Secs. 26 and 27",Yes,1,"Succession Act, Sec. 3",No,0,No applicable provisions could be located
Uganda,UGA,UGA,Sub-Saharan Africa,Low income,2023,80,Yes,1,"Constitution of Uganda, Art. 26; Land Act, Sec. 27",Yes,1,"Succession Act, Secs. 2 and 26 as amended by the Succession Amendment Act",Yes,1,"Succession Act, Secs. 26 and 27 as amended by the Succession Amendment Act 2022",Yes,1,"Succession Amendment Act, Sec. 2; The Land Act, Arts 38(A) and 39",No,0,No applicable provisions could be located
Ukraine,UKR,UKR,Europe & Central Asia,Lower middle income,1971,100,Yes,1,"Marriage and Family Code of Ukrainian SSR of 1969, Art. 22",Yes,1,"Civil Code of Ukranian SSR of 1963, Art. 529",Yes,1,"Civil Code of Ukranian SSR of 1963, Art. 529",Yes,1,"Marriage and Family Code of Ukrainian SSR of 1969, Arts. 22-23",Yes,1,"Marriage and Family Code of Ukrainian SSR of 1969, Art. 22"
Ukraine,UKR,UKR,Europe & Central Asia,Lower middle income,1972,100,Yes,1,"Marriage and Family Code of Ukrainian SSR of 1969, Art. 22",Yes,1,"Civil Code of Ukranian SSR of 1963, Art. 529",Yes,1,"Civil Code of Ukranian SSR of 1963, Art. 529",Yes,1,"Marriage and Family Code of Ukrainian SSR of 1969, Arts. 22-23",Yes,1,"Marriage and Family Code of Ukrainian SSR of 1969, Art. 22"
Ukraine,UKR,UKR,Europe & Central Asia,Lower middle income,1973,100,Yes,1,"Marriage and Family Code of Ukrainian SSR of 1969, Art. 22",Yes,1,"Civil Code of Ukranian SSR of 1963, Art. 529",Yes,1,"Civil Code of Ukranian SSR of 1963, Art. 529",Yes,1,"Marriage and Family Code of Ukrainian SSR of 1969, Arts. 22-23",Yes,1,"Marriage and Family Code of Ukrainian SSR of 1969, Art. 22"
